 v-sweep         v-sweep         vin             vout            vref           
 5.61000000e-01  5.61000000e-01  5.61000000e-01  4.87838210e-03  7.00000000e-01 
 5.62000000e-01  5.62000000e-01  5.62000000e-01  4.90409717e-03  7.00000000e-01 
 5.63000000e-01  5.63000000e-01  5.63000000e-01  4.93050845e-03  7.00000000e-01 
 5.64000000e-01  5.64000000e-01  5.64000000e-01  4.95763608e-03  7.00000000e-01 
 5.65000000e-01  5.65000000e-01  5.65000000e-01  4.98549863e-03  7.00000000e-01 
 5.66000000e-01  5.66000000e-01  5.66000000e-01  5.01411460e-03  7.00000000e-01 
 5.67000000e-01  5.67000000e-01  5.67000000e-01  5.04350662e-03  7.00000000e-01 
 5.68000000e-01  5.68000000e-01  5.68000000e-01  5.07369367e-03  7.00000000e-01 
 5.69000000e-01  5.69000000e-01  5.69000000e-01  5.10470056e-03  7.00000000e-01 
 5.70000000e-01  5.70000000e-01  5.70000000e-01  5.13654695e-03  7.00000000e-01 
 5.71000000e-01  5.71000000e-01  5.71000000e-01  5.16925278e-03  7.00000000e-01 
 5.72000000e-01  5.72000000e-01  5.72000000e-01  5.20284562e-03  7.00000000e-01 
 5.73000000e-01  5.73000000e-01  5.73000000e-01  5.23734909e-03  7.00000000e-01 
 5.74000000e-01  5.74000000e-01  5.74000000e-01  5.27278672e-03  7.00000000e-01 
 5.75000000e-01  5.75000000e-01  5.75000000e-01  5.30918238e-03  7.00000000e-01 
 5.76000000e-01  5.76000000e-01  5.76000000e-01  5.34656458e-03  7.00000000e-01 
 5.77000000e-01  5.77000000e-01  5.77000000e-01  5.38495742e-03  7.00000000e-01 
 5.78000000e-01  5.78000000e-01  5.78000000e-01  5.42439154e-03  7.00000000e-01 
 5.79000000e-01  5.79000000e-01  5.79000000e-01  5.46489210e-03  7.00000000e-01 
 5.80000000e-01  5.80000000e-01  5.80000000e-01  5.50648943e-03  7.00000000e-01 
 5.81000000e-01  5.81000000e-01  5.81000000e-01  5.54921397e-03  7.00000000e-01 
 5.82000000e-01  5.82000000e-01  5.82000000e-01  5.59309449e-03  7.00000000e-01 
 5.83000000e-01  5.83000000e-01  5.83000000e-01  5.63816384e-03  7.00000000e-01 
 5.84000000e-01  5.84000000e-01  5.84000000e-01  5.68445445e-03  7.00000000e-01 
 5.85000000e-01  5.85000000e-01  5.85000000e-01  5.73199840e-03  7.00000000e-01 
 5.86000000e-01  5.86000000e-01  5.86000000e-01  5.78083082e-03  7.00000000e-01 
 5.87000000e-01  5.87000000e-01  5.87000000e-01  5.83098731e-03  7.00000000e-01 
 5.88000000e-01  5.88000000e-01  5.88000000e-01  5.88250196e-03  7.00000000e-01 
 5.89000000e-01  5.89000000e-01  5.89000000e-01  5.93541425e-03  7.00000000e-01 
 5.90000000e-01  5.90000000e-01  5.90000000e-01  5.98976160e-03  7.00000000e-01 
 5.91000000e-01  5.91000000e-01  5.91000000e-01  6.04558389e-03  7.00000000e-01 
 5.92000000e-01  5.92000000e-01  5.92000000e-01  6.10292002e-03  7.00000000e-01 
 5.93000000e-01  5.93000000e-01  5.93000000e-01  6.16181228e-03  7.00000000e-01 
 5.94000000e-01  5.94000000e-01  5.94000000e-01  6.22230519e-03  7.00000000e-01 
 5.95000000e-01  5.95000000e-01  5.95000000e-01  6.28444143e-03  7.00000000e-01 
 5.96000000e-01  5.96000000e-01  5.96000000e-01  6.34826603e-03  7.00000000e-01 
 5.97000000e-01  5.97000000e-01  5.97000000e-01  6.41382620e-03  7.00000000e-01 
 5.98000000e-01  5.98000000e-01  5.98000000e-01  6.48117061e-03  7.00000000e-01 
 5.99000000e-01  5.99000000e-01  5.99000000e-01  6.55035055e-03  7.00000000e-01 
 6.00000000e-01  6.00000000e-01  6.00000000e-01  6.62141192e-03  7.00000000e-01 
 6.01000000e-01  6.01000000e-01  6.01000000e-01  6.69441139e-03  7.00000000e-01 
 6.02000000e-01  6.02000000e-01  6.02000000e-01  6.76940246e-03  7.00000000e-01 
 6.03000000e-01  6.03000000e-01  6.03000000e-01  6.84644024e-03  7.00000000e-01 
 6.04000000e-01  6.04000000e-01  6.04000000e-01  6.92558381e-03  7.00000000e-01 
 6.05000000e-01  6.05000000e-01  6.05000000e-01  7.00689130e-03  7.00000000e-01 
 6.06000000e-01  6.06000000e-01  6.06000000e-01  7.09042349e-03  7.00000000e-01 
 6.07000000e-01  6.07000000e-01  6.07000000e-01  7.17624640e-03  7.00000000e-01 
 6.08000000e-01  6.08000000e-01  6.08000000e-01  7.26442153e-03  7.00000000e-01 
 6.09000000e-01  6.09000000e-01  6.09000000e-01  7.35501836e-03  7.00000000e-01 
 6.10000000e-01  6.10000000e-01  6.10000000e-01  7.44810543e-03  7.00000000e-01 
 6.11000000e-01  6.11000000e-01  6.11000000e-01  7.54375533e-03  7.00000000e-01 
 6.12000000e-01  6.12000000e-01  6.12000000e-01  7.64204109e-03  7.00000000e-01 
 6.13000000e-01  6.13000000e-01  6.13000000e-01  7.74303832e-03  7.00000000e-01 
 6.14000000e-01  6.14000000e-01  6.14000000e-01  7.84682821e-03  7.00000000e-01 
 6.15000000e-01  6.15000000e-01  6.15000000e-01  7.95349117e-03  7.00000000e-01 
 6.16000000e-01  6.16000000e-01  6.16000000e-01  8.06311150e-03  7.00000000e-01 
 6.17000000e-01  6.17000000e-01  6.17000000e-01  8.17577791e-03  7.00000000e-01 
 6.18000000e-01  6.18000000e-01  6.18000000e-01  8.29157868e-03  7.00000000e-01 
 6.19000000e-01  6.19000000e-01  6.19000000e-01  8.41060821e-03  7.00000000e-01 
 6.20000000e-01  6.20000000e-01  6.20000000e-01  8.53296338e-03  7.00000000e-01 
 6.21000000e-01  6.21000000e-01  6.21000000e-01  8.65874453e-03  7.00000000e-01 
 6.22000000e-01  6.22000000e-01  6.22000000e-01  8.78805687e-03  7.00000000e-01 
 6.23000000e-01  6.23000000e-01  6.23000000e-01  8.92100492e-03  7.00000000e-01 
 6.24000000e-01  6.24000000e-01  6.24000000e-01  9.05770428e-03  7.00000000e-01 
 6.25000000e-01  6.25000000e-01  6.25000000e-01  9.19826899e-03  7.00000000e-01 
 6.26000000e-01  6.26000000e-01  6.26000000e-01  9.34281936e-03  7.00000000e-01 
 6.27000000e-01  6.27000000e-01  6.27000000e-01  9.49148180e-03  7.00000000e-01 
 6.28000000e-01  6.28000000e-01  6.28000000e-01  9.64438541e-03  7.00000000e-01 
 6.29000000e-01  6.29000000e-01  6.29000000e-01  9.80166275e-03  7.00000000e-01 
 6.30000000e-01  6.30000000e-01  6.30000000e-01  9.96346143e-03  7.00000000e-01 
 6.31000000e-01  6.31000000e-01  6.31000000e-01  1.01299215e-02  7.00000000e-01 
 6.32000000e-01  6.32000000e-01  6.32000000e-01  1.03011954e-02  7.00000000e-01 
 6.33000000e-01  6.33000000e-01  6.33000000e-01  1.04774465e-02  7.00000000e-01 
 6.34000000e-01  6.34000000e-01  6.34000000e-01  1.06588377e-02  7.00000000e-01 
 6.35000000e-01  6.35000000e-01  6.35000000e-01  1.08455453e-02  7.00000000e-01 
 6.36000000e-01  6.36000000e-01  6.36000000e-01  1.10377453e-02  7.00000000e-01 
 6.37000000e-01  6.37000000e-01  6.37000000e-01  1.12356305e-02  7.00000000e-01 
 6.38000000e-01  6.38000000e-01  6.38000000e-01  1.14393964e-02  7.00000000e-01 
 6.39000000e-01  6.39000000e-01  6.39000000e-01  1.16492518e-02  7.00000000e-01 
 6.40000000e-01  6.40000000e-01  6.40000000e-01  1.18654141e-02  7.00000000e-01 
 6.41000000e-01  6.41000000e-01  6.41000000e-01  1.20881075e-02  7.00000000e-01 
 6.42000000e-01  6.42000000e-01  6.42000000e-01  1.23175753e-02  7.00000000e-01 
 6.43000000e-01  6.43000000e-01  6.43000000e-01  1.25540627e-02  7.00000000e-01 
 6.44000000e-01  6.44000000e-01  6.44000000e-01  1.27978391e-02  7.00000000e-01 
 6.45000000e-01  6.45000000e-01  6.45000000e-01  1.30491804e-02  7.00000000e-01 
 6.46000000e-01  6.46000000e-01  6.46000000e-01  1.33083766e-02  7.00000000e-01 
 6.47000000e-01  6.47000000e-01  6.47000000e-01  1.35757420e-02  7.00000000e-01 
 6.48000000e-01  6.48000000e-01  6.48000000e-01  1.38515999e-02  7.00000000e-01 
 6.49000000e-01  6.49000000e-01  6.49000000e-01  1.41362954e-02  7.00000000e-01 
 6.50000000e-01  6.50000000e-01  6.50000000e-01  1.44301949e-02  7.00000000e-01 
 6.51000000e-01  6.51000000e-01  6.51000000e-01  1.47336876e-02  7.00000000e-01 
 6.52000000e-01  6.52000000e-01  6.52000000e-01  1.50471825e-02  7.00000000e-01 
 6.53000000e-01  6.53000000e-01  6.53000000e-01  1.53711179e-02  7.00000000e-01 
 6.54000000e-01  6.54000000e-01  6.54000000e-01  1.57059609e-02  7.00000000e-01 
 6.55000000e-01  6.55000000e-01  6.55000000e-01  1.60522082e-02  7.00000000e-01 
 6.56000000e-01  6.56000000e-01  6.56000000e-01  1.64103922e-02  7.00000000e-01 
 6.57000000e-01  6.57000000e-01  6.57000000e-01  1.67810828e-02  7.00000000e-01 
 6.58000000e-01  6.58000000e-01  6.58000000e-01  1.71648887e-02  7.00000000e-01 
 6.59000000e-01  6.59000000e-01  6.59000000e-01  1.75624663e-02  7.00000000e-01 
 6.60000000e-01  6.60000000e-01  6.60000000e-01  1.79745207e-02  7.00000000e-01 
 6.61000000e-01  6.61000000e-01  6.61000000e-01  1.84018123e-02  7.00000000e-01 
 6.62000000e-01  6.62000000e-01  6.62000000e-01  1.88451654e-02  7.00000000e-01 
 6.63000000e-01  6.63000000e-01  6.63000000e-01  1.93054766e-02  7.00000000e-01 
 6.64000000e-01  6.64000000e-01  6.64000000e-01  1.97837115e-02  7.00000000e-01 
 6.65000000e-01  6.65000000e-01  6.65000000e-01  2.02809285e-02  7.00000000e-01 
 6.66000000e-01  6.66000000e-01  6.66000000e-01  2.07982815e-02  7.00000000e-01 
 6.67000000e-01  6.67000000e-01  6.67000000e-01  2.13370377e-02  7.00000000e-01 
 6.68000000e-01  6.68000000e-01  6.68000000e-01  2.18985872e-02  7.00000000e-01 
 6.69000000e-01  6.69000000e-01  6.69000000e-01  2.24844645e-02  7.00000000e-01 
 6.70000000e-01  6.70000000e-01  6.70000000e-01  2.30963702e-02  7.00000000e-01 
 6.71000000e-01  6.71000000e-01  6.71000000e-01  2.37361887e-02  7.00000000e-01 
 6.72000000e-01  6.72000000e-01  6.72000000e-01  2.44060303e-02  7.00000000e-01 
 6.73000000e-01  6.73000000e-01  6.73000000e-01  2.51082539e-02  7.00000000e-01 
 6.74000000e-01  6.74000000e-01  6.74000000e-01  2.58455170e-02  7.00000000e-01 
 6.75000000e-01  6.75000000e-01  6.75000000e-01  2.66208260e-02  7.00000000e-01 
 6.76000000e-01  6.76000000e-01  6.76000000e-01  2.74376074e-02  7.00000000e-01 
 6.77000000e-01  6.77000000e-01  6.77000000e-01  2.82997749e-02  7.00000000e-01 
 6.78000000e-01  6.78000000e-01  6.78000000e-01  2.92118336e-02  7.00000000e-01 
 6.79000000e-01  6.79000000e-01  6.79000000e-01  3.01790243e-02  7.00000000e-01 
 6.80000000e-01  6.80000000e-01  6.80000000e-01  3.12074425e-02  7.00000000e-01 
 6.81000000e-01  6.81000000e-01  6.81000000e-01  3.23042982e-02  7.00000000e-01 
 6.82000000e-01  6.82000000e-01  6.82000000e-01  3.34781561e-02  7.00000000e-01 
 6.83000000e-01  6.83000000e-01  6.83000000e-01  3.47392810e-02  7.00000000e-01 
 6.84000000e-01  6.84000000e-01  6.84000000e-01  3.61001415e-02  7.00000000e-01 
 6.85000000e-01  6.85000000e-01  6.85000000e-01  3.75760659e-02  7.00000000e-01 
 6.86000000e-01  6.86000000e-01  6.86000000e-01  3.91861286e-02  7.00000000e-01 
 6.87000000e-01  6.87000000e-01  6.87000000e-01  4.09544705e-02  7.00000000e-01 
 6.88000000e-01  6.88000000e-01  6.88000000e-01  4.29120921e-02  7.00000000e-01 
 6.89000000e-01  6.89000000e-01  6.89000000e-01  4.50997161e-02  7.00000000e-01 
 6.90000000e-01  6.90000000e-01  6.90000000e-01  4.75718354e-02  7.00000000e-01 
 6.91000000e-01  6.91000000e-01  6.91000000e-01  5.04034000e-02  7.00000000e-01 
 6.92000000e-01  6.92000000e-01  6.92000000e-01  5.37003387e-02  7.00000000e-01 
 6.93000000e-01  6.93000000e-01  6.93000000e-01  5.76174388e-02  7.00000000e-01 
 6.94000000e-01  6.94000000e-01  6.94000000e-01  6.23896092e-02  7.00000000e-01 
 6.95000000e-01  6.95000000e-01  6.95000000e-01  6.83889785e-02  7.00000000e-01 
 6.96000000e-01  6.96000000e-01  6.96000000e-01  7.62356785e-02  7.00000000e-01 
 6.97000000e-01  6.97000000e-01  6.97000000e-01  8.71607340e-02  7.00000000e-01 
 6.98000000e-01  6.98000000e-01  6.98000000e-01  1.03292630e-01  7.00000000e-01 
 6.99000000e-01  6.99000000e-01  6.99000000e-01  1.31035016e-01  7.00000000e-01 
 7.00000000e-01  7.00000000e-01  7.00000000e-01  5.04775897e-01  7.00000000e-01 
 7.01000000e-01  7.01000000e-01  7.01000000e-01  1.60328617e+00  7.00000000e-01 
 7.02000000e-01  7.02000000e-01  7.02000000e-01  1.64558525e+00  7.00000000e-01 
 7.03000000e-01  7.03000000e-01  7.03000000e-01  1.66898463e+00  7.00000000e-01 
 7.04000000e-01  7.04000000e-01  7.04000000e-01  1.68600400e+00  7.00000000e-01 
 7.05000000e-01  7.05000000e-01  7.05000000e-01  1.69779265e+00  7.00000000e-01 
 7.06000000e-01  7.06000000e-01  7.06000000e-01  1.70649513e+00  7.00000000e-01 
 7.07000000e-01  7.07000000e-01  7.07000000e-01  1.71335317e+00  7.00000000e-01 
 7.08000000e-01  7.08000000e-01  7.08000000e-01  1.71892444e+00  7.00000000e-01 
 7.09000000e-01  7.09000000e-01  7.09000000e-01  1.72355999e+00  7.00000000e-01 
 7.10000000e-01  7.10000000e-01  7.10000000e-01  1.72750544e+00  7.00000000e-01 
 7.11000000e-01  7.11000000e-01  7.11000000e-01  1.73092846e+00  7.00000000e-01 
 7.12000000e-01  7.12000000e-01  7.12000000e-01  1.73394555e+00  7.00000000e-01 
 7.13000000e-01  7.13000000e-01  7.13000000e-01  1.73664007e+00  7.00000000e-01 
 7.14000000e-01  7.14000000e-01  7.14000000e-01  1.73907318e+00  7.00000000e-01 
 7.15000000e-01  7.15000000e-01  7.15000000e-01  1.74129082e+00  7.00000000e-01 
 7.16000000e-01  7.16000000e-01  7.16000000e-01  1.74332811e+00  7.00000000e-01 
 7.17000000e-01  7.17000000e-01  7.17000000e-01  1.74521245e+00  7.00000000e-01 
 7.18000000e-01  7.18000000e-01  7.18000000e-01  1.74696553e+00  7.00000000e-01 
 7.19000000e-01  7.19000000e-01  7.19000000e-01  1.74860480e+00  7.00000000e-01 
 7.20000000e-01  7.20000000e-01  7.20000000e-01  1.75014440e+00  7.00000000e-01 
 7.21000000e-01  7.21000000e-01  7.21000000e-01  1.75159602e+00  7.00000000e-01 
 7.22000000e-01  7.22000000e-01  7.22000000e-01  1.75296938e+00  7.00000000e-01 
 7.23000000e-01  7.23000000e-01  7.23000000e-01  1.75427262e+00  7.00000000e-01 
 7.24000000e-01  7.24000000e-01  7.24000000e-01  1.75551267e+00  7.00000000e-01 
 7.25000000e-01  7.25000000e-01  7.25000000e-01  1.75669541e+00  7.00000000e-01 
 7.26000000e-01  7.26000000e-01  7.26000000e-01  1.75782594e+00  7.00000000e-01 
 7.27000000e-01  7.27000000e-01  7.27000000e-01  1.75890863e+00  7.00000000e-01 
 7.28000000e-01  7.28000000e-01  7.28000000e-01  1.75994732e+00  7.00000000e-01 
 7.29000000e-01  7.29000000e-01  7.29000000e-01  1.76094537e+00  7.00000000e-01 
 7.30000000e-01  7.30000000e-01  7.30000000e-01  1.76190572e+00  7.00000000e-01 
 7.31000000e-01  7.31000000e-01  7.31000000e-01  1.76283101e+00  7.00000000e-01 
 7.32000000e-01  7.32000000e-01  7.32000000e-01  1.76372356e+00  7.00000000e-01 
 7.33000000e-01  7.33000000e-01  7.33000000e-01  1.76458545e+00  7.00000000e-01 
 7.34000000e-01  7.34000000e-01  7.34000000e-01  1.76541855e+00  7.00000000e-01 
 7.35000000e-01  7.35000000e-01  7.35000000e-01  1.76622454e+00  7.00000000e-01 
 7.36000000e-01  7.36000000e-01  7.36000000e-01  1.76700493e+00  7.00000000e-01 
 7.37000000e-01  7.37000000e-01  7.37000000e-01  1.76776113e+00  7.00000000e-01 
 7.38000000e-01  7.38000000e-01  7.38000000e-01  1.76849437e+00  7.00000000e-01 
 7.39000000e-01  7.39000000e-01  7.39000000e-01  1.76920579e+00  7.00000000e-01 
 7.40000000e-01  7.40000000e-01  7.40000000e-01  1.76989647e+00  7.00000000e-01 
 7.41000000e-01  7.41000000e-01  7.41000000e-01  1.77056735e+00  7.00000000e-01 
 7.42000000e-01  7.42000000e-01  7.42000000e-01  1.77121933e+00  7.00000000e-01 
 7.43000000e-01  7.43000000e-01  7.43000000e-01  1.77185322e+00  7.00000000e-01 
 7.44000000e-01  7.44000000e-01  7.44000000e-01  1.77246979e+00  7.00000000e-01 
 7.45000000e-01  7.45000000e-01  7.45000000e-01  1.77306974e+00  7.00000000e-01 
 7.46000000e-01  7.46000000e-01  7.46000000e-01  1.77365373e+00  7.00000000e-01 
 7.47000000e-01  7.47000000e-01  7.47000000e-01  1.77422237e+00  7.00000000e-01 
 7.48000000e-01  7.48000000e-01  7.48000000e-01  1.77477622e+00  7.00000000e-01 
 7.49000000e-01  7.49000000e-01  7.49000000e-01  1.77531583e+00  7.00000000e-01 
 7.50000000e-01  7.50000000e-01  7.50000000e-01  1.77584170e+00  7.00000000e-01 
 7.51000000e-01  7.51000000e-01  7.51000000e-01  1.77635429e+00  7.00000000e-01 
 7.52000000e-01  7.52000000e-01  7.52000000e-01  1.77685406e+00  7.00000000e-01 
 7.53000000e-01  7.53000000e-01  7.53000000e-01  1.77734142e+00  7.00000000e-01 
 7.54000000e-01  7.54000000e-01  7.54000000e-01  1.77781677e+00  7.00000000e-01 
 7.55000000e-01  7.55000000e-01  7.55000000e-01  1.77828049e+00  7.00000000e-01 
 7.56000000e-01  7.56000000e-01  7.56000000e-01  1.77873293e+00  7.00000000e-01 
 7.57000000e-01  7.57000000e-01  7.57000000e-01  1.77917443e+00  7.00000000e-01 
 7.58000000e-01  7.58000000e-01  7.58000000e-01  1.77960531e+00  7.00000000e-01 
 7.59000000e-01  7.59000000e-01  7.59000000e-01  1.78002588e+00  7.00000000e-01 
 7.60000000e-01  7.60000000e-01  7.60000000e-01  1.78043643e+00  7.00000000e-01 
 7.61000000e-01  7.61000000e-01  7.61000000e-01  1.78083725e+00  7.00000000e-01 
 7.62000000e-01  7.62000000e-01  7.62000000e-01  1.78122859e+00  7.00000000e-01 
 7.63000000e-01  7.63000000e-01  7.63000000e-01  1.78161073e+00  7.00000000e-01 
 7.64000000e-01  7.64000000e-01  7.64000000e-01  1.78198389e+00  7.00000000e-01 
 7.65000000e-01  7.65000000e-01  7.65000000e-01  1.78234833e+00  7.00000000e-01 
 7.66000000e-01  7.66000000e-01  7.66000000e-01  1.78270426e+00  7.00000000e-01 
 7.67000000e-01  7.67000000e-01  7.67000000e-01  1.78305192e+00  7.00000000e-01 
 7.68000000e-01  7.68000000e-01  7.68000000e-01  1.78339149e+00  7.00000000e-01 
 7.69000000e-01  7.69000000e-01  7.69000000e-01  1.78372320e+00  7.00000000e-01 
 7.70000000e-01  7.70000000e-01  7.70000000e-01  1.78404724e+00  7.00000000e-01 
 7.71000000e-01  7.71000000e-01  7.71000000e-01  1.78436379e+00  7.00000000e-01 
 7.72000000e-01  7.72000000e-01  7.72000000e-01  1.78467304e+00  7.00000000e-01 
 7.73000000e-01  7.73000000e-01  7.73000000e-01  1.78497517e+00  7.00000000e-01 
 7.74000000e-01  7.74000000e-01  7.74000000e-01  1.78527035e+00  7.00000000e-01 
 7.75000000e-01  7.75000000e-01  7.75000000e-01  1.78555874e+00  7.00000000e-01 
 7.76000000e-01  7.76000000e-01  7.76000000e-01  1.78584051e+00  7.00000000e-01 
 7.77000000e-01  7.77000000e-01  7.77000000e-01  1.78611582e+00  7.00000000e-01 
 7.78000000e-01  7.78000000e-01  7.78000000e-01  1.78638482e+00  7.00000000e-01 
 7.79000000e-01  7.79000000e-01  7.79000000e-01  1.78664765e+00  7.00000000e-01 
 7.80000000e-01  7.80000000e-01  7.80000000e-01  1.78690446e+00  7.00000000e-01 
 7.81000000e-01  7.81000000e-01  7.81000000e-01  1.78715539e+00  7.00000000e-01 
 7.82000000e-01  7.82000000e-01  7.82000000e-01  1.78740058e+00  7.00000000e-01 
 7.83000000e-01  7.83000000e-01  7.83000000e-01  1.78764016e+00  7.00000000e-01 
 7.84000000e-01  7.84000000e-01  7.84000000e-01  1.78787425e+00  7.00000000e-01 
 7.85000000e-01  7.85000000e-01  7.85000000e-01  1.78810300e+00  7.00000000e-01 
 7.86000000e-01  7.86000000e-01  7.86000000e-01  1.78832650e+00  7.00000000e-01 
 7.87000000e-01  7.87000000e-01  7.87000000e-01  1.78854490e+00  7.00000000e-01 
 7.88000000e-01  7.88000000e-01  7.88000000e-01  1.78875830e+00  7.00000000e-01 
 7.89000000e-01  7.89000000e-01  7.89000000e-01  1.78896682e+00  7.00000000e-01 
 7.90000000e-01  7.90000000e-01  7.90000000e-01  1.78917057e+00  7.00000000e-01 
 7.91000000e-01  7.91000000e-01  7.91000000e-01  1.78936966e+00  7.00000000e-01 
 7.92000000e-01  7.92000000e-01  7.92000000e-01  1.78956419e+00  7.00000000e-01 
 7.93000000e-01  7.93000000e-01  7.93000000e-01  1.78975427e+00  7.00000000e-01 
 7.94000000e-01  7.94000000e-01  7.94000000e-01  1.78994001e+00  7.00000000e-01 
 7.95000000e-01  7.95000000e-01  7.95000000e-01  1.79012149e+00  7.00000000e-01 
 7.96000000e-01  7.96000000e-01  7.96000000e-01  1.79029882e+00  7.00000000e-01 
 7.97000000e-01  7.97000000e-01  7.97000000e-01  1.79047209e+00  7.00000000e-01 
 7.98000000e-01  7.98000000e-01  7.98000000e-01  1.79064140e+00  7.00000000e-01 
 7.99000000e-01  7.99000000e-01  7.99000000e-01  1.79080683e+00  7.00000000e-01 
 8.00000000e-01  8.00000000e-01  8.00000000e-01  1.79096847e+00  7.00000000e-01 
 8.01000000e-01  8.01000000e-01  8.01000000e-01  1.79112642e+00  7.00000000e-01 
 8.02000000e-01  8.02000000e-01  8.02000000e-01  1.79128074e+00  7.00000000e-01 
 8.03000000e-01  8.03000000e-01  8.03000000e-01  1.79143154e+00  7.00000000e-01 
 8.04000000e-01  8.04000000e-01  8.04000000e-01  1.79157888e+00  7.00000000e-01 
 8.05000000e-01  8.05000000e-01  8.05000000e-01  1.79172285e+00  7.00000000e-01 
 8.06000000e-01  8.06000000e-01  8.06000000e-01  1.79186353e+00  7.00000000e-01 
 8.07000000e-01  8.07000000e-01  8.07000000e-01  1.79200099e+00  7.00000000e-01 
 8.08000000e-01  8.08000000e-01  8.08000000e-01  1.79213530e+00  7.00000000e-01 
 8.09000000e-01  8.09000000e-01  8.09000000e-01  1.79226654e+00  7.00000000e-01 
 8.10000000e-01  8.10000000e-01  8.10000000e-01  1.79239478e+00  7.00000000e-01 
 8.11000000e-01  8.11000000e-01  8.11000000e-01  1.79252009e+00  7.00000000e-01 
 8.12000000e-01  8.12000000e-01  8.12000000e-01  1.79264254e+00  7.00000000e-01 
 8.13000000e-01  8.13000000e-01  8.13000000e-01  1.79276219e+00  7.00000000e-01 
 8.14000000e-01  8.14000000e-01  8.14000000e-01  1.79287911e+00  7.00000000e-01 
 8.15000000e-01  8.15000000e-01  8.15000000e-01  1.79299336e+00  7.00000000e-01 
 8.16000000e-01  8.16000000e-01  8.16000000e-01  1.79310500e+00  7.00000000e-01 
 8.17000000e-01  8.17000000e-01  8.17000000e-01  1.79321411e+00  7.00000000e-01 
 8.18000000e-01  8.18000000e-01  8.18000000e-01  1.79332073e+00  7.00000000e-01 
 8.19000000e-01  8.19000000e-01  8.19000000e-01  1.79342492e+00  7.00000000e-01 
 8.20000000e-01  8.20000000e-01  8.20000000e-01  1.79352674e+00  7.00000000e-01 
 8.21000000e-01  8.21000000e-01  8.21000000e-01  1.79362626e+00  7.00000000e-01 
 8.22000000e-01  8.22000000e-01  8.22000000e-01  1.79372351e+00  7.00000000e-01 
 8.23000000e-01  8.23000000e-01  8.23000000e-01  1.79381856e+00  7.00000000e-01 
 8.24000000e-01  8.24000000e-01  8.24000000e-01  1.79391146e+00  7.00000000e-01 
 8.25000000e-01  8.25000000e-01  8.25000000e-01  1.79400225e+00  7.00000000e-01 
 8.26000000e-01  8.26000000e-01  8.26000000e-01  1.79409100e+00  7.00000000e-01 
 8.27000000e-01  8.27000000e-01  8.27000000e-01  1.79417774e+00  7.00000000e-01 
 8.28000000e-01  8.28000000e-01  8.28000000e-01  1.79426253e+00  7.00000000e-01 
 8.29000000e-01  8.29000000e-01  8.29000000e-01  1.79434542e+00  7.00000000e-01 
 8.30000000e-01  8.30000000e-01  8.30000000e-01  1.79442644e+00  7.00000000e-01 
 8.31000000e-01  8.31000000e-01  8.31000000e-01  1.79450564e+00  7.00000000e-01 
 8.32000000e-01  8.32000000e-01  8.32000000e-01  1.79458308e+00  7.00000000e-01 
 8.33000000e-01  8.33000000e-01  8.33000000e-01  1.79465878e+00  7.00000000e-01 
 8.34000000e-01  8.34000000e-01  8.34000000e-01  1.79473279e+00  7.00000000e-01 
 8.35000000e-01  8.35000000e-01  8.35000000e-01  1.79480516e+00  7.00000000e-01 
 8.36000000e-01  8.36000000e-01  8.36000000e-01  1.79487592e+00  7.00000000e-01 
 8.37000000e-01  8.37000000e-01  8.37000000e-01  1.79494512e+00  7.00000000e-01 
 8.38000000e-01  8.38000000e-01  8.38000000e-01  1.79501278e+00  7.00000000e-01 
 8.39000000e-01  8.39000000e-01  8.39000000e-01  1.79507895e+00  7.00000000e-01 
 8.40000000e-01  8.40000000e-01  8.40000000e-01  1.79514366e+00  7.00000000e-01 
 8.41000000e-01  8.41000000e-01  8.41000000e-01  1.79520696e+00  7.00000000e-01 
 8.42000000e-01  8.42000000e-01  8.42000000e-01  1.79526887e+00  7.00000000e-01 
 8.43000000e-01  8.43000000e-01  8.43000000e-01  1.79532943e+00  7.00000000e-01 
 8.44000000e-01  8.44000000e-01  8.44000000e-01  1.79538866e+00  7.00000000e-01 
 8.45000000e-01  8.45000000e-01  8.45000000e-01  1.79544662e+00  7.00000000e-01 
 8.46000000e-01  8.46000000e-01  8.46000000e-01  1.79550332e+00  7.00000000e-01 
 8.47000000e-01  8.47000000e-01  8.47000000e-01  1.79555879e+00  7.00000000e-01 
 8.48000000e-01  8.48000000e-01  8.48000000e-01  1.79561308e+00  7.00000000e-01 
 8.49000000e-01  8.49000000e-01  8.49000000e-01  1.79566620e+00  7.00000000e-01 
 8.50000000e-01  8.50000000e-01  8.50000000e-01  1.79571818e+00  7.00000000e-01 
 8.51000000e-01  8.51000000e-01  8.51000000e-01  1.79576906e+00  7.00000000e-01 
 8.52000000e-01  8.52000000e-01  8.52000000e-01  1.79581887e+00  7.00000000e-01 
 8.53000000e-01  8.53000000e-01  8.53000000e-01  1.79586761e+00  7.00000000e-01 
 8.54000000e-01  8.54000000e-01  8.54000000e-01  1.79591534e+00  7.00000000e-01 
 8.55000000e-01  8.55000000e-01  8.55000000e-01  1.79596206e+00  7.00000000e-01 
 8.56000000e-01  8.56000000e-01  8.56000000e-01  1.79600781e+00  7.00000000e-01 
 8.57000000e-01  8.57000000e-01  8.57000000e-01  1.79605261e+00  7.00000000e-01 
